
2025-05-29 17:13:51,surface,22841280,too many missing values
2025-05-29 17:13:51,sro,22841280,too many missing values
2025-05-29 17:13:51,ro,22841280,too many missing values
2025-05-29 17:13:51,avg_tprate,22841280,too many missing values
2025-05-29 17:13:51,sst,8445024,too many missing values
2025-05-29 17:18:36,surface,5718240,too many missing values
2025-05-29 17:18:36,sro,5718240,too many missing values
2025-05-29 17:18:36,ro,5718240,too many missing values
2025-05-29 17:18:36,avg_tprate,5718240,too many missing values
2025-05-29 17:18:36,sst,2115120,too many missing values
2025-05-29 17:19:23,surface,5718240,too many missing values
2025-05-29 17:19:23,sro,5718240,too many missing values
2025-05-29 17:19:23,ro,5718240,too many missing values
2025-05-29 17:19:23,avg_tprate,5718240,too many missing values
2025-05-29 17:19:23,sst,2115120,too many missing values
2025-05-29 17:22:30,surface,5718240,too many missing values
2025-05-29 17:22:30,sro,5718240,too many missing values
2025-05-29 17:22:30,ro,5718240,too many missing values
2025-05-29 17:22:30,avg_tprate,5718240,too many missing values
2025-05-29 17:22:30,sst,2115120,too many missing values
2025-05-29 17:23:36,surface,5718240,too many missing values
2025-05-29 17:23:36,sro,5718240,too many missing values
2025-05-29 17:23:36,ro,5718240,too many missing values
2025-05-29 17:23:36,avg_tprate,5718240,too many missing values
2025-05-29 17:23:36,sst,2115120,too many missing values
2025-05-29 17:24:47,surface,5718240,too many missing values
2025-05-29 17:24:47,sro,5718240,too many missing values
2025-05-29 17:24:47,ro,5718240,too many missing values
2025-05-29 17:24:47,avg_tprate,5718240,too many missing values
2025-05-29 17:24:47,sst,2115120,too many missing values
2025-05-29 17:25:06,surface,5718240,too many missing values
2025-05-29 17:25:06,sro,5718240,too many missing values
2025-05-29 17:25:06,ro,5718240,too many missing values
2025-05-29 17:25:06,avg_tprate,5718240,too many missing values
2025-05-29 17:25:06,sst,2115120,too many missing values
2025-05-29 17:32:14,surface,5718240,too many missing values
2025-05-29 17:32:14,sro,5718240,too many missing values
2025-05-29 17:32:14,ro,5718240,too many missing values
2025-05-29 17:32:14,avg_tprate,5718240,too many missing values
2025-05-29 17:32:14,sst,2115120,too many missing values
2025-05-29 17:32:22,surface,5718240,too many missing values
2025-05-29 17:32:22,sro,5718240,too many missing values
2025-05-29 17:32:22,ro,5718240,too many missing values
2025-05-29 17:32:22,avg_tprate,5718240,too many missing values
2025-05-29 17:32:22,sst,2115120,too many missing values
2025-05-29 17:32:57,surface,5718240,too many missing values
2025-05-29 17:32:57,sro,5718240,too many missing values
2025-05-29 17:32:57,ro,5718240,too many missing values
2025-05-29 17:32:57,avg_tprate,5718240,too many missing values
2025-05-29 17:32:57,sst,2115120,too many missing values
2025-05-29 17:33:00,surface,5718240,too many missing values
2025-05-29 17:33:00,sro,5718240,too many missing values
2025-05-29 17:33:00,ro,5718240,too many missing values
2025-05-29 17:33:00,avg_tprate,5718240,too many missing values
2025-05-29 17:33:00,sst,2115120,too many missing values
2025-05-29 17:33:06,surface,5718240,too many missing values
2025-05-29 17:33:06,sro,5718240,too many missing values
2025-05-29 17:33:06,ro,5718240,too many missing values
2025-05-29 17:33:06,avg_tprate,5718240,too many missing values
2025-05-29 17:33:06,sst,2115120,too many missing values
2025-05-29 17:33:09,surface,5718240,too many missing values
2025-05-29 17:33:09,sro,5718240,too many missing values
2025-05-29 17:33:09,ro,5718240,too many missing values
2025-05-29 17:33:09,avg_tprate,5718240,too many missing values
2025-05-29 17:33:09,sst,2115120,too many missing values
2025-05-29 17:35:06,surface,5718240,too many missing values
2025-05-29 17:35:06,sro,5718240,too many missing values
2025-05-29 17:35:06,ro,5718240,too many missing values
2025-05-29 17:35:06,avg_tprate,5718240,too many missing values
2025-05-29 17:35:06,sst,2115120,too many missing values
2025-05-29 17:35:44,surface,5718240,too many missing values
2025-05-29 17:35:44,sro,5718240,too many missing values
2025-05-29 17:35:44,ro,5718240,too many missing values
2025-05-29 17:35:44,avg_tprate,5718240,too many missing values
2025-05-29 17:35:44,sst,2115120,too many missing values
2025-05-29 17:36:13,surface,5718240,too many missing values
2025-05-29 17:36:13,sro,5718240,too many missing values
2025-05-29 17:36:13,ro,5718240,too many missing values
2025-05-29 17:36:13,avg_tprate,5718240,too many missing values
2025-05-29 17:36:13,sst,2115120,too many missing values
2025-05-29 17:37:26,surface,5718240,too many missing values
2025-05-29 17:37:26,sro,5718240,too many missing values
2025-05-29 17:37:26,ro,5718240,too many missing values
2025-05-29 17:37:26,avg_tprate,5718240,too many missing values
2025-05-29 17:37:26,sst,2115120,too many missing values
2025-05-29 17:37:39,surface,5718240,too many missing values
2025-05-29 17:37:39,sro,5718240,too many missing values
2025-05-29 17:37:39,ro,5718240,too many missing values
2025-05-29 17:37:39,avg_tprate,5718240,too many missing values
2025-05-29 17:37:39,sst,2115120,too many missing values
2025-05-29 17:38:51,surface,5718240,too many missing values
2025-05-29 17:38:51,sro,5718240,too many missing values
2025-05-29 17:38:51,ro,5718240,too many missing values
2025-05-29 17:38:51,avg_tprate,5718240,too many missing values
2025-05-29 17:38:51,sst,2115120,too many missing values
2025-05-29 17:39:06,surface,5718240,too many missing values
2025-05-29 17:39:06,sro,5718240,too many missing values
2025-05-29 17:39:06,ro,5718240,too many missing values
2025-05-29 17:39:06,avg_tprate,5718240,too many missing values
2025-05-29 17:39:06,sst,2115120,too many missing values
2025-05-29 17:43:50,surface,5718240,too many missing values
2025-05-29 17:43:50,sro,5718240,too many missing values
2025-05-29 17:43:51,ro,5718240,too many missing values
2025-05-29 17:43:51,avg_tprate,5718240,too many missing values
2025-05-29 17:43:51,sst,2115120,too many missing values
2025-05-29 17:44:19,surface,5718240,too many missing values
2025-05-29 17:44:19,sro,5718240,too many missing values
2025-05-29 17:44:19,ro,5718240,too many missing values
2025-05-29 17:44:19,avg_tprate,5718240,too many missing values
2025-05-29 17:44:19,sst,2115120,too many missing values
2025-05-29 17:44:24,surface,5718240,too many missing values
2025-05-29 17:44:24,sro,5718240,too many missing values
2025-05-29 17:44:25,ro,5718240,too many missing values
2025-05-29 17:44:25,avg_tprate,5718240,too many missing values
2025-05-29 17:44:25,sst,2115120,too many missing values
2025-05-29 17:45:20,surface,5718240,too many missing values
2025-05-29 17:45:20,sro,5718240,too many missing values
2025-05-29 17:45:20,ro,5718240,too many missing values
2025-05-29 17:45:20,avg_tprate,5718240,too many missing values
2025-05-29 17:45:20,sst,2115120,too many missing values
2025-05-29 17:45:24,surface,5718240,too many missing values
2025-05-29 17:45:24,sro,5718240,too many missing values
2025-05-29 17:45:24,ro,5718240,too many missing values
2025-05-29 17:45:24,avg_tprate,5718240,too many missing values
2025-05-29 17:45:24,sst,2115120,too many missing values
2025-05-29 17:45:24,surface,5718240,too many missing values
2025-05-29 17:45:24,sro,5718240,too many missing values
2025-05-29 17:45:24,ro,5718240,too many missing values
2025-05-29 17:45:24,avg_tprate,5718240,too many missing values
2025-05-29 17:45:24,sst,2115120,too many missing values
2025-05-29 17:46:19,surface,5718240,too many missing values
2025-05-29 17:46:19,sro,5718240,too many missing values
2025-05-29 17:46:19,ro,5718240,too many missing values
2025-05-29 17:46:19,avg_tprate,5718240,too many missing values
2025-05-29 17:46:19,sst,2115120,too many missing values
2025-05-29 17:47:16,surface,5718240,too many missing values
2025-05-29 17:47:16,sro,5718240,too many missing values
2025-05-29 17:47:16,ro,5718240,too many missing values
2025-05-29 17:47:16,avg_tprate,5718240,too many missing values
2025-05-29 17:47:16,sst,2115120,too many missing values
2025-05-29 17:47:58,surface,5718240,too many missing values
2025-05-29 17:47:58,sro,5718240,too many missing values
2025-05-29 17:47:58,ro,5718240,too many missing values
2025-05-29 17:47:58,avg_tprate,5718240,too many missing values
2025-05-29 17:47:58,sst,2115120,too many missing values
2025-05-29 17:48:42,surface,5718240,too many missing values
2025-05-29 17:48:42,sro,5718240,too many missing values
2025-05-29 17:48:42,ro,5718240,too many missing values
2025-05-29 17:48:42,avg_tprate,5718240,too many missing values
2025-05-29 17:48:42,sst,2115120,too many missing values
2025-05-29 17:49:58,surface,5718240,too many missing values
2025-05-29 17:49:58,sro,5718240,too many missing values
2025-05-29 17:49:58,ro,5718240,too many missing values
2025-05-29 17:49:58,avg_tprate,5718240,too many missing values
2025-05-29 17:49:58,sst,2115120,too many missing values
2025-05-29 17:49:59,surface,5718240,too many missing values
2025-05-29 17:49:59,sro,5718240,too many missing values
2025-05-29 17:49:59,ro,5718240,too many missing values
2025-05-29 17:49:59,avg_tprate,5718240,too many missing values
2025-05-29 17:49:59,sst,2115120,too many missing values
2025-05-29 17:50:27,surface,5718240,too many missing values
2025-05-29 17:50:27,sro,5718240,too many missing values
2025-05-29 17:50:27,ro,5718240,too many missing values
2025-05-29 17:50:27,avg_tprate,5718240,too many missing values
2025-05-29 17:50:27,sst,2115120,too many missing values
2025-05-29 17:50:57,surface,5718240,too many missing values
2025-05-29 17:50:57,sro,5718240,too many missing values
2025-05-29 17:50:57,ro,5718240,too many missing values
2025-05-29 17:50:57,avg_tprate,5718240,too many missing values
2025-05-29 17:50:57,sst,2115120,too many missing values
2025-05-29 17:51:33,surface,5718240,too many missing values
2025-05-29 17:51:33,sro,5718240,too many missing values
2025-05-29 17:51:33,ro,5718240,too many missing values
2025-05-29 17:51:33,avg_tprate,5718240,too many missing values
2025-05-29 17:51:33,sst,2115120,too many missing values
2025-05-29 17:52:03,surface,5718240,too many missing values
2025-05-29 17:52:03,sro,5718240,too many missing values
2025-05-29 17:52:03,ro,5718240,too many missing values
2025-05-29 17:52:03,avg_tprate,5718240,too many missing values
2025-05-29 17:52:03,sst,2115120,too many missing values
2025-05-29 17:52:13,surface,5718240,too many missing values
2025-05-29 17:52:13,sro,5718240,too many missing values
2025-05-29 17:52:14,ro,5718240,too many missing values
2025-05-29 17:52:14,avg_tprate,5718240,too many missing values
2025-05-29 17:52:14,sst,2115120,too many missing values
2025-05-29 17:52:51,surface,5718240,too many missing values
2025-05-29 17:52:51,sro,5718240,too many missing values
2025-05-29 17:52:51,ro,5718240,too many missing values
2025-05-29 17:52:51,avg_tprate,5718240,too many missing values
2025-05-29 17:52:51,sst,2115120,too many missing values
2025-05-29 17:54:03,surface,5718240,too many missing values
2025-05-29 17:54:03,sro,5718240,too many missing values
2025-05-29 17:54:03,ro,5718240,too many missing values
2025-05-29 17:54:03,avg_tprate,5718240,too many missing values
2025-05-29 17:54:03,sst,2115120,too many missing values
2025-05-29 17:54:50,surface,5718240,too many missing values
2025-05-29 17:54:50,sro,5718240,too many missing values
2025-05-29 17:54:50,ro,5718240,too many missing values
2025-05-29 17:54:50,avg_tprate,5718240,too many missing values
2025-05-29 17:54:50,sst,2115120,too many missing values
2025-05-29 17:54:50,surface,5718240,too many missing values
2025-05-29 17:54:50,sro,5718240,too many missing values
2025-05-29 17:54:50,ro,5718240,too many missing values
2025-05-29 17:54:50,avg_tprate,5718240,too many missing values
2025-05-29 17:54:50,sst,2115120,too many missing values
2025-05-29 17:56:00,surface,5718240,too many missing values
2025-05-29 17:56:00,sro,5718240,too many missing values
2025-05-29 17:56:00,ro,5718240,too many missing values
2025-05-29 17:56:00,avg_tprate,5718240,too many missing values
2025-05-29 17:56:00,sst,2115120,too many missing values
2025-05-29 17:56:10,surface,5718240,too many missing values
2025-05-29 17:56:10,sro,5718240,too many missing values
2025-05-29 17:56:10,ro,5718240,too many missing values
2025-05-29 17:56:10,avg_tprate,5718240,too many missing values
2025-05-29 17:56:10,sst,2115120,too many missing values
2025-05-29 17:56:49,surface,5718240,too many missing values
2025-05-29 17:56:49,sro,5718240,too many missing values
2025-05-29 17:56:49,ro,5718240,too many missing values
2025-05-29 17:56:49,avg_tprate,5718240,too many missing values
2025-05-29 17:56:49,sst,2115120,too many missing values
2025-05-29 17:57:28,surface,5718240,too many missing values
2025-05-29 17:57:28,sro,5718240,too many missing values
2025-05-29 17:57:28,ro,5718240,too many missing values
2025-05-29 17:57:28,avg_tprate,5718240,too many missing values
2025-05-29 17:57:28,sst,2115120,too many missing values
2025-05-29 17:58:22,surface,5718240,too many missing values
2025-05-29 17:58:22,sro,5718240,too many missing values
2025-05-29 17:58:22,ro,5718240,too many missing values
2025-05-29 17:58:22,avg_tprate,5718240,too many missing values
2025-05-29 17:58:22,sst,2115120,too many missing values
2025-05-29 17:58:25,surface,5718240,too many missing values
2025-05-29 17:58:25,sro,5718240,too many missing values
2025-05-29 17:58:25,ro,5718240,too many missing values
2025-05-29 17:58:25,avg_tprate,5718240,too many missing values
2025-05-29 17:58:25,sst,2115120,too many missing values
2025-05-29 17:58:45,surface,5718240,too many missing values
2025-05-29 17:58:45,sro,5718240,too many missing values
2025-05-29 17:58:45,ro,5718240,too many missing values
2025-05-29 17:58:45,avg_tprate,5718240,too many missing values
2025-05-29 17:58:45,sst,2115120,too many missing values
2025-05-29 17:59:15,surface,5718240,too many missing values
2025-05-29 17:59:15,sro,5718240,too many missing values
2025-05-29 17:59:15,ro,5718240,too many missing values
2025-05-29 17:59:15,avg_tprate,5718240,too many missing values
